編號,土地區段位置,土地移轉面積平方公尺,使用分區或編定
RPSNMLQKNHMFFCC28CA,麥金段,6.82,都市：住
RPSNMLQKNHMFFCC28CA,麥金段,.01,都市：住
RPSNMLQKNHMFFCC28CA,麥金段,.00,都市：住
RPTNMLQKNHMFFCC38CA,源遠段,27.66,都市：住
RPVNMLQKNHMFFCC58CA,大武崙段內寮小段,23.00,都市：住
RPWNMLQKNHMFFCC68CA,大華段,45.02,都市：住
RPTOMLLMNHMFFBC08CA,南新段,45.00,都市：住
RPTOMLLMNHMFFBC08CA,南新段,4.00,都市：其他
RPTNMLLJOHMFFBC77CA,延平段,19.00,都市：商
RPTNMLLJOHMFFBC77CA,延平段,94.00,都市：商
RPPNMLQJOHMFFBC87CA,東信段二小段,18.80,都市：商
RPUNMLOLNHMFFBC28CA,新店段三小段,14.21,都市：商
RPXNMLQKNHMFFBC68CA,成功段,22.82,都市：商
RPOOMLQKNHMFFBC87CA,深美段,13.41,都市：住
RPOOMLQKNHMFFBC87CA,深美段,10.94,都市：住
RPVNMLRKNHMFFBC58CA,福祿段,31.67,都市：住
RPVNMLRKNHMFFBC58CA,福祿段,.07,都市：其他
RPVNMLRKNHMFFBC58CA,福祿段,.00,都市：其他
RPVNMLRKNHMFFBC58CA,福祿段,.00,都市：其他
RPVNMLRKNHMFFBC58CA,福祿段,.06,都市：其他
RPVNMLRKNHMFFBC58CA,福祿段,.00,都市：其他
RPTNMLOLNHMFFCC28CA,德育段,17.20,都市：住
RPUNMLSKNHMFFCC68CA,新會段,7.16,都市：住
RPWOMLRKNHMFFCC88CA,大德段,255.00,都市：住
RPWOMLRKNHMFFCC88CA,大德段,214.00,都市：住
RPWOMLRKNHMFFCC88CA,大德段,193.00,都市：住
RPWOMLRKNHMFFCC88CA,大德段,220.00,都市：住
RPWOMLRKNHMFFCC88CA,大德段,178.00,都市：住
RPQPMLQLNHMFFCC38CA,大德段,19.00,都市：其他
RPPNMLLJOHMFFCC47CA,工建段,12.48,都市：商
RPUOMLOLNHMFFCC48CA,源遠段,16.82,都市：住
RPWNMLLJOHMFFCC18CA,暖暖段東勢坑小段,2.93,都市：住
RPPNMLMJOHMFFCC57CA,暖暖段東勢坑小段,37.90,都市：住
RPSOMLRJOHMFFCC48CA,源遠段,23.23,都市：住
RPPOMLNJOHMFFCC77CA,大華段,31.40,都市：其他
