¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë¤é,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
¦w¥­°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¦w¥­°Ï°·±d¸ô¤T¬q331~360¸¹,15.74,°Ó,,,1060420,¤g¦a1«Øª«1¨®¦ì1,¤G¤Q¤­¼h,¤G¤Q¤»¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1060124,202.59,3,2,2,¦³,¦³,11440000,56472,©Y¹D¥­­±,0.0,860000,,RPVPMLMKNHMFFAD28CA
¦w¥­°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¦w¥­°Ï°p¥­¸ô181~210¸¹,12.47,¦í,,,1060415,¤g¦a1«Øª«1¨®¦ì0,¤Q¤­¼h,¤Q¤C¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0850907,106.35999999999999,3,2,2,¦³,¦³,3500000,32907,,0.0,0,,RPOQMLMKNHMFFAD67CA
¦w¥­°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¦w¥­°Ï°·±d¸ô¤T¬q331~360¸¹,8.46,°Ó,,,1060417,¤g¦a1«Øª«1¨®¦ì1,¤T¼h,¤G¤Q¤»¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1060124,110.94,2,1,1,¦³,¦³,4890000,44082,©Y¹D¥­­±,0.0,600000,,RPQQMLMKNHMFFAD87CA
¦w¥­°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¦w¥­°Ï°·±d¸ô¤T¬q331~360¸¹,7.21,°Ó,,,1060417,¤g¦a1«Øª«1¨®¦ì0,¤Q¤E¼h,¤G¤Q¤»¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1060124,84.69999999999999,2,1,1,¦³,¦³,4780000,56434,,0.0,0,,RPRQMLMKNHMFFAD97CA
¦w¥­°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¦w¥­°Ï°·±d¸ô¤T¬q301~330¸¹,12.36,°Ó,,,1060418,¤g¦a1«Øª«1¨®¦ì1,¤­¼h,¤G¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1060124,160.97,3,2,2,¦³,¦³,7840000,48705,©Y¹D¥­­±,0.0,860000,,RPTQMLMKNHMFFAD18CA
¦w¥­°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¦w¥­°Ï°·±d¸ô¤T¬q331~360¸¹,8.6,°Ó,,,1060421,¤g¦a1«Øª«1¨®¦ì1,¥|¼h,¤G¤Q¤»¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1060124,111.83,2,1,1,¦³,¦³,5190000,46410,©Y¹D¥­­±,0.0,600000,,RPQOMLMKNHMFFAD67CA
¦w¥­°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¦w¥­°Ï¥ÃµØ¸ô¤G¬q811~840¸¹,10.28,¦í,,,1060408,¤g¦a1«Øª«1¨®¦ì1,¤E¼h,¤G¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840530,174.13,2,2,2,¦³,¦³,6900000,39626,©Y¹D¥­­±,0.0,800000,§t¼W«Ø©Î¥¼µn°O«Øª«¡CÅv§Q¤H2¤H,RPXNMLMKNHMFFAD28CA
¦w¥­°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¦w¥­°Ï°·±d¸ô¤T¬q301~330¸¹,8.73,°Ó,,,1060418,¤g¦a1«Øª«1¨®¦ì1,¤Q¤C¼h,¤G¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1060124,117.72,2,1,1,¦³,¦³,5650000,47995,©Y¹D¥­­±,0.0,660000,,RPPNMLPKNHMFFAD77CA
¦w¥­°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¦w¥­°Ï°·±d¸ô¤T¬q301~330¸¹,16.13,°Ó,,,1060417,¤g¦a1«Øª«1¨®¦ì1,¤K¼h,¤G¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1060124,207.54000000000002,3,2,2,¦³,¦³,10280000,49530,©Y¹D¥­­±,0.0,860000,,RPQNMLPKNHMFFAD87CA
¦w¥­°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¦w¥­°Ï°·±d¸ô¤T¬q301~330¸¹,16.13,°Ó,,,1060420,¤g¦a1«Øª«1¨®¦ì1,¤E¼h,¤G¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1060124,207.54000000000002,3,2,2,¦³,¦³,10350000,49868,©Y¹D¥­­±,0.0,860000,,RPRNMLPKNHMFFAD97CA
¦w¥­°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¦w¥­°Ï°·±d¸ô¤T¬q301~330¸¹,10.91,°Ó,,,1060418,¤g¦a1«Øª«1¨®¦ì1,¤Q¤G¼h,¤G¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1060124,143.63,2,1,1,¦³,¦³,7030000,48945,©Y¹D¥­­±,0.0,960000,,RPTNMLPKNHMFFAD18CA
¦w¥­°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¦w¥­°Ï°·±d¸ô¤T¬q301~330¸¹,8.99,°Ó,,,1060418,¤g¦a1«Øª«1¨®¦ì1,¤Q¤G¼h,¤G¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1060124,116.61,2,1,1,¦³,¦³,5620000,48195,©Y¹D¥­­±,0.0,800000,,RPUNMLPKNHMFFAD28CA
¦w¥­°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¦w¥­°Ï°·±d¤Tµó151~180¸¹,17.62,¦í,,,1060411,¤g¦a1«Øª«1¨®¦ì1,¤Q¤T¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,0950822,163.91000000000003,3,1,2,¦³,¦³,7200000,43927,©Y¹D¥­­±,0.0,0,,RPUOMLPKNHMFFAD38CA
¦w¥­°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¦w¥­°Ï°·±d¸ô¤T¬q301~330¸¹,11.48,°Ó,,,1060405,¤g¦a1«Øª«1¨®¦ì1,¤C¼h,¤G¤Q¤C¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1051109,158.97,3,2,2,¦³,¦³,7580000,47682,©Y¹D¥­­±,0.0,860000,,RPTNMLQKNHMFFAD28CA
¦w¥­°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¦w¥­°Ï°·±d¸ô¤T¬q301~330¸¹,11.48,°Ó,,,1060418,¤g¦a1«Øª«1¨®¦ì1,¤C¼h,¤G¤Q¤C¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1051109,158.97,3,2,2,¦³,¦³,7470000,46990,©Y¹D¥­­±,0.0,760000,,RPUNMLQKNHMFFAD38CA
¦w¥­°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¦w¥­°Ï°·±d¸ô¤T¬q301~330¸¹,11.48,°Ó,,,1060418,¤g¦a1«Øª«1¨®¦ì1,¤Q¤­¼h,¤G¤Q¤C¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1051109,158.97,3,2,2,¦³,¦³,7850000,49380,©Y¹D¥­­±,0.0,860000,,RPVNMLQKNHMFFAD48CA
¦w¥­°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¦w¥­°Ï°·±d¸ô¤T¬q331~360¸¹,12.1,°Ó,,,1060410,¤g¦a1«Øª«1¨®¦ì1,¤Q¤T¼h,¤G¤Q¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1060124,157.7,3,2,2,¦³,¦³,7960000,50476,©Y¹D¥­­±,0.0,860000,,RPQOMLQKNHMFFAD08CA
¦w¥­°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¦w¥­°Ï°·±d¸ô¤T¬q331~360¸¹,8.86,°Ó,,,1060417,¤g¦a1«Øª«1¨®¦ì1,¤G¤Q¼h,¤G¤Q¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1060124,119.73,2,1,1,¦³,¦³,6060000,50614,©Y¹D¥­­±,0.0,960000,,RPVOMLQKNHMFFAD58CA
¦w¥­°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¦w¥­°Ï°·±d¸ô¤T¬q331~360¸¹,12.03,°Ó,,,1060417,¤g¦a1«Øª«1¨®¦ì1,¤G¤Q¤T¼h,¤G¤Q¤»¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1060124,156.72,3,2,2,¦³,¦³,8360000,53344,©Y¹D¥­­±,0.0,860000,,RPUNMLRKNHMFFAD48CA
¦w¥­°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¦w¥­°Ï°·±d¸ô¤T¬q331~360¸¹,12.03,°Ó,,,1060412,¤g¦a1«Øª«1¨®¦ì1,¤G¤Q¤G¼h,¤G¤Q¤»¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1060124,156.74,3,2,2,¦³,¦³,8020000,51168,©Y¹D¥­­±,0.0,760000,,RPVNMLRKNHMFFAD58CA
¦w¥­°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¦w¥­°Ï°·±d¸ô¤T¬q331~360¸¹,8.53,°Ó,,,1060412,¤g¦a1«Øª«1¨®¦ì1,¤G¤Q¤G¼h,¤G¤Q¤»¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1060124,115.36,2,1,1,¦³,¦³,5660000,49064,©Y¹D¥­­±,0.0,760000,,RPSPMLRKNHMFFAD48CA
¦w¥­°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¦w¥­°Ï°·±d¸ô¤T¬q331~360¸¹,12.3,°Ó,,,1060410,¤g¦a1«Øª«1¨®¦ì1,¤Q¤­¼h,¤G¤Q¤»¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1060124,159.93,3,2,2,¦³,¦³,7820000,48896,©Y¹D¥­­±,0.0,760000,,RPWPMLRKNHMFFAD88CA
¦w¥­°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¦w¥­°Ï°·±d¸ô¤T¬q331~360¸¹,11.97,°Ó,,,1060417,¤g¦a1«Øª«1¨®¦ì1,¤Q¼h,¤G¤Q¤»¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1060124,156.78,3,2,2,¦³,¦³,6850000,43692,©Y¹D¥­­±,0.0,760000,,RPOQMLRKNHMFFAD18CA
¦w¥­°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¦w¥­°Ï°·±d¸ô¤T¬q331~360¸¹,10.58,°Ó,,,1060417,¤g¦a1«Øª«1¨®¦ì1,¤T¼h,¤G¤Q¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1060124,139.64999999999998,2,1,1,¦³,¦³,6680000,47837,©Y¹D¥­­±,0.0,900000,,RPPPMLQKNHMFFAD08CA
¦w¥­°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¦w¥­°Ï°·±d¸ô¤T¬q331~360¸¹,10.91,°Ó,,,1060420,¤g¦a1«Øª«1¨®¦ì1,¤G¤Q¼h,¤G¤Q¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1060124,143.63,2,1,1,¦³,¦³,7420000,51661,©Y¹D¥­­±,0.0,860000,,RPRPMLQKNHMFFAD28CA
¦w¥­°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¦w¥­°Ï°·±d¸ô¤T¬q331~360¸¹,8.99,°Ó,,,1060420,¤g¦a1«Øª«1¨®¦ì1,¤Q¤»¼h,¤G¤Q¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1060124,120.72,2,1,1,¦³,¦³,5900000,48873,©Y¹D¥­­±,0.0,860000,,RPSPMLQKNHMFFAD38CA
¦w¥­°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¦w¥­°Ï°·±d¸ô¤T¬q331~360¸¹,11.97,°Ó,,,1060417,¤g¦a1«Øª«1¨®¦ì1,¤K¼h,¤G¤Q¤»¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1060124,156.78,3,2,2,¦³,¦³,6850000,43692,©Y¹D¥­­±,0.0,760000,,RPPNMLRKNHMFFAD97CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥_°Ï¦¨¥\¨½¥_¦w¸ô¤@¬q262«Ñ22§Ë1~30¸¹,116.1,¦í,,,1060406,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1030312,197.22,4,2,4,¦³,µL,16000000,81128,,0.0,0,,RPQNMLRKNHMFFAD08CA
¦w¥­°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¦w¥­°Ï°·±d¸ô¤T¬q331~360¸¹,12.03,°Ó,,,1060417,¤g¦a1«Øª«1¨®¦ì1,¤G¤Q¼h,¤G¤Q¤»¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1060124,156.72,3,2,2,¦³,¦³,8200000,52323,©Y¹D¥­­±,0.0,960000,,RPRNMLRKNHMFFAD18CA
¤¤¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¤¤¦è°Ï©¾©úµó31~60¸¹,10.55,°Ó,,,1060424,¤g¦a1«Øª«2¨®¦ì0,¤G¼h,¤»¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),°Ó·~¥Î,¿ûµ¬²V¾®¤gºc³y,0800903,50.449999999999996,2,2,2,¦³,¦³,1200000,23786,,0.0,0,2¶¡®M©Ð,RPPPMLTJNHMFFAD28CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥_°Ï¥_¦¨¸ô1~30¸¹,9.1,¨ä¥L,,,1060403,¤g¦a1«Øª«1¨®¦ì0,¤C¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0881106,117.00999999999999,3,2,2,¦³,¦³,3750000,32049,,0.0,0,,RPTNMLLKNHMFFAD77CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«ªF°Ï´I¹Aµó¤G¬q43«Ñ1~30¸¹,17.91,¦í,,,1060301,¤g¦a3«Øª«1¨®¦ì1,¤T¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,0781114,95.82000000000001,2,1,1,¦³,µL,3000000,31309,©Y¹D¥­­±,0.0,0,,RPSOMLMLNHMFFCD18CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥««n°Ï·s«Ø¸ô26«Ñ1~30¸¹,33.26,¦í,,,1060401,¤g¦a2«Øª«3¨®¦ì0,¤G¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤gºc³y,0711125,94.19999999999999,3,2,2,¦³,µL,2500000,26539,,0.0,0,,RPUNMLKLNHMFFCD08CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°Ï±R«Hµó121~150¸¹,20.34,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì0,¤E¼h,¤Q¤@¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,0811229,109.78,4,2,2,¦³,¦³,3200000,29149,,0.0,0,,RPUNMLNLNHMFFCD38CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«ªF°Ï¨|¼Öµó66«Ñ1~30¸¹,44.1,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì1,¥|¼h,¤E¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤gºc³y,0910102,160.07,3,2,2,¦³,¦³,9200000,57475,©Y¹D¥­­±,0.0,0,,RPXNMLMKNHMFFCD48CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥««n°Ï¤j¦P¸ô¤G¬q670«Ñ1~30¸¹,76.83,¦í,,,1060401,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0670608,98.0,4,2,2,¦³,µL,5080000,51837,,0.0,0,,RPPNMLMKNHMFFCD67CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°Ï±R©ú¤Q¤­µó31~60¸¹,26.4,¦í,,,1060401,¤g¦a2«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h¡AÃM¼Ó,¤C¼h,¨ä¥L,¦í°Ó¥Î,¿ûµ¬²V¾®¤gºc³y,0830309,134.15,2,0,2,¦³,¦³,5650000,42117,,0.0,0,,RPRNMLNKNHMFFCD97CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°Ï±R¼w¤Cµó20«Ñ1~30¸¹,24.25,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í°Ó¥Î,¿ûµ¬²V¾®¤gºc³y,0821016,133.75,2,2,2,¦³,¦³,5500000,41121,,0.0,0,,RPXNMLKKNHMFFCD28CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°Ï¤j¦P¸ô¤G¬q601~630¸¹,14.68,°Ó,,,1060301,¤g¦a2«Øª«1¨®¦ì0,¤E¼h,¤G¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),°Ó·~¥Î,¿ûµ¬²V¾®¤gºc³y,0790917,204.95999999999998,0,1,0,¦³,¦³,3500000,17077,,0.0,0,,RPTNMLLKNHMFFCD97CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥««n°Ï§Q«nµó211~240¸¹,25.13,¦í,,,1060301,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,0700922,97.12,2,2,2,¦³,µL,4100000,42216,,0.0,0,,RPUOMLTJNHMFFCD88CA
¦w«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¦w«n°Ï¦P¦w¸ô391~420¸¹,11.58,¦í,,,1060420,¤g¦a1«Øª«1¨®¦ì1,¤­¼h,¤Q¤K¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0851125,144.81,3,2,2,¦³,¦³,4000000,27622,©Y¹D¾÷±ñ,25.28,0,,RPVNMLRKNHMFFBD68CA
¦w«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¦w«n°Ï®ü¦ú¸ô¤@¬q388«Ñ31~60¸¹,160.88,¦í,,,1060330,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0690103,98.76,4,1,2,¦³,µL,5750000,58222,,0.0,0,,RPTOMLRKNHMFFBD58CA
¦w«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¦w«n°Ï¤½¾Ç¸ô¥|¬q54«Ñ23§Ë1~30¸¹,107.01,¦í,,,1060412,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1050701,195.03,5,2,3,¦³,µL,7600000,38968,,0.0,0,,RPWNMLOLNHMFFBD58CA
·sÀç°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«·sÀç°Ï¤Ó«n¨½13¾F¤Ó¤l®c271~300¸¹,105.0,¦í,,,1060408,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1050919,158.82,4,2,4,¦³,µL,5700000,35890,,0.0,0,,RPSNMLNLNHMFFAR76CA
ÆQ¤ô°Ï,¤g¦a,¥_ªù¬q631~660¦a¸¹,80.22,¦í,,,1060502,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2700000,33657,,0.0,0,§t¥¼«O¦s«Øª«,RPSNMLSJNHMFFAR07CA
¬hÀç°Ï,¤g¦a,¬h¤¤¬q691~720¦a¸¹,133.95,¦í,,,1060408,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1620795,12100,,0.0,0,,RPRNMLTJNHMFFAR07CA
·sÀç°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«·sÀç°Ï¤¤¥¿¸ô37«Ñ91~120¸¹,122.83,¦í,,,1060409,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,,76.5,3,1,1,¦³,µL,2220000,29020,,0.0,0,§t¦a¤W¥¼«O¦s«Øª«¤ÎªùµP¡C,RPRNMLKKNHMFFAR88CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«ªF°ÏªL´Ë¸ô¤@¬q361~390¸¹,46.47,°Ó,,,1060401,¤g¦a1«Øª«1¨®¦ì2,¤Q¼h,¤G¤Q¤»¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤gºc³y,1041029,350.88,3,2,3,¦³,¦³,29500000,84074,©Y¹D¥­­±,0.0,0,,RPQOMLQLNHMFFCD38CA
¤»¥Ò°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¤»¥Ò°ÏÀt´ä¨½Àt¤l´ä303«Ñ15§Ë1~30¸¹,118.92,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060413,¤g¦a3«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,1040722,217.14,5,2,5,¦³,µL,5800000,26711,,0.0,0,,RPTNMLTJNHMFFCR47CA
©x¥Ð°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«©x¥Ð°Ï¤GÂí¨½¤uªÀ¦èµó21«Ñ61~90¸¹,100.0,¦í,,,1060427,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0850722,211.99,8,1,3,¦³,µL,4000000,18869,,0.0,0,,RPSNMLKKNHMFFCR56CA
