╢m┬эел░╧,ецйЎ╝╨к║,дgжa░╧мqжь╕mй╬л╪кл░╧к∙╡P,дgжa▓╛┬р┴`н▒┐nендшд╜д╪,│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬╜sйw,ецйЎж~дыдщ,ецйЎ╡з┤╔╝╞,▓╛┬р╝hж╕,┴`╝╙╝h╝╞,л╪кллм║A,еDнnе╬│~,еDнnл╪зў,л╪┐vз╣жиж~ды,л╪кл▓╛┬р┴`н▒┐nендшд╜д╪,л╪кл▓{кpоцз╜-й╨,л╪кл▓{кpоцз╜-╞U,л╪кл▓{кpоцз╜-╜├,л╪кл▓{кpоцз╜-╣j╢б,ж│╡L║▐▓z▓╒┬┤,┴`╗∙д╕,│ц╗∙иCендшд╜д╪,иожь├■зO,иожь▓╛┬р┴`н▒┐nендшд╜д╪,иожь┴`╗∙д╕,│╞╡∙,╜s╕╣
дд├c░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдд├c░╧╗тпшлn╕Їд@мq61~90╕╣,21.73,жэ,,,1060320,дgжa1л╪кл1иожь1,дE╝h,дGдQдT╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1050325,161.43,3,2,2,ж│,ж│,15500000,102579,йY╣Dенн▒,21.05,1100000,,RPQPMLSJNHMFFBH78CA
дд├c░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдд├c░╧╗тпшлn╕Їд@мq61~90╕╣,21.73,жэ,,,1060320,дgжa1л╪кл1иожь1,дE╝h,дGдQдT╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1050325,161.43,3,2,2,ж│,ж│,15500000,102579,йY╣Dенн▒,21.05,1100000,,RPRPMLSJNHMFFBH88CA
дд├c░╧,й╨жa(дgжa+л╪кл),оч╢щелдд├c░╧▓°╖q╕Ї829л╤1~30╕╣,11.66,жэ,,,1060322,дgжa1л╪кл1иожь0,дQдG╝h,дQдT╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1030725,76.88,2,2,1,ж│,ж│,6000000,78044,,0.0,0,,RPOOMLNJNHMFFBH97CA
дд├c░╧,дgжa,лC╖╦мq451~480жa╕╣,2514.13,жэ,,,1060219,дgжa14л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,380260000,151249,,0.0,0,,RPQOMLNJNHMFFBH18CA
дд├c░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдд├c░╧└ЇддкF╕Ї206л╤1~30╕╣,13.87,жэ,,,1060323,дgжa1л╪кл1иожь1,дQдG╝h,дQе|╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0930515,145.01,3,2,2,ж│,ж│,7450000,51376,йY╣Dенн▒,24.28,0,,RPSNMLOJNHMFFBH38CA
╞[н╡░╧,иожь,оч╢щел╞[н╡░╧дG╕t╕Ї431л╤1~30╕╣,7.1,░╙,,,1060308,дgжa0л╪кл0иожь1,,,ифеL,,,,27.39,0,0,0,ж│,╡L,1000000,,йY╣Dенн▒,27.39,1000000,,RPWNMLOJNHMFFBH78CA
╞[н╡░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щел╞[н╡░╧дG╕t╕Ї431л╤1~30╕╣,31.6,░╙,,,1060220,дgжa1л╪кл1иожь1,дн╝h,дC╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1050505,122.14,2,1,1,ж│,╡L,5800000,50660,йY╣Dенн▒,27.39,1000000,,RPOSMLMJNHMFFBH28CA
оч╢щ░╧,й╨жa(дgжa+л╪кл),оч╢щелоч╢щ░╧е┴е═╕Ї677л╤1~30╕╣,19.34,жэ,,,1060315,дgжa1л╪кл1иожь0,дQдT╝h,дQдн╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0860925,120.53,3,1,2,ж│,ж│,6200000,51439,,0.0,0,,RPRQMLPLNHMFFAH78CA
оч╢щ░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелоч╢щ░╧░ъ┬╫дT╡є91~120╕╣,13.38,░╙,,,1060327,дgжa1л╪кл1иожь1,дG╝h,дQе|╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1040706,141.76999999999998,3,2,2,ж│,ж│,8670000,61214,йY╣Dенн▒,27.09,1650000,,RPQNMLQLNHMFFAH48CA
оч╢щ░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелоч╢щ░╧░ъ┬╫дT╡є91~120╕╣,13.38,░╙,,,1060318,дgжa1л╪кл1иожь1,е|╝h,дQе|╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1040706,141.76999999999998,3,2,2,ж│,ж│,8600000,60603,йY╣Dенн▒,27.09,1650000,,RPRNMLQLNHMFFAH58CA
оч╢щ░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелоч╢щ░╧ддоHдн╡є1~30╕╣,28.95,жэ,,,1060327,дgжa1л╪кл1иожь1,е|╝h,дQ╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1051102,164.1,3,2,2,ж│,ж│,12800000,86800,йY╣Dенн▒,33.34,1450000,,RPOOMLQLNHMFFAH38CA
оч╢щ░╧,й╨жa(дgжa+л╪кл),оч╢щелоч╢щ░╧й·╝w╡є1~30╕╣,13.9,жэ,,,1060324,дgжa1л╪кл1иожь0,дQе|╝h,дQдC╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0831005,123.1,3,2,2,ж│,ж│,6880000,55890,,0.0,0,,RPTNMLRKNHMFFAH78CA
оч╢щ░╧,й╨жa(дgжa+л╪кл),оч╢щелоч╢щ░╧й·╝w╡є1~30╕╣,11.7,жэ,,,1060414,дgжa1л╪кл1иожь0,дQе|╝h,дQдC╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0831005,101.56,3,2,2,ж│,ж│,4880000,48050,,0.0,0,,RPVOMLOJNHMFFAH68CA
оч╢щ░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелоч╢щ░╧дjж│╕Ї601~630╕╣,7.72,жэ,,,1060322,дgжa1л╪кл2иожь1,дGдQд@╝h,дGдQдT╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0820820,108.08,2,2,1,ж│,ж│,4200000,38857,йY╣Dенн▒,0.0,0,,RPVPMLTJNHMFFAH66CA
оч╢щ░╧,й╨жa(дgжa+л╪кл),оч╢щелоч╢щ░╧дден╕Ї91~120╕╣,8.42,░╙,,,1060419,дgжa1л╪кл1иожь0,дQе|╝h,дQд╗╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0840406,83.57,2,2,1,ж│,ж│,4550000,54445,,0.0,0,,RPSNMLMKNHMFFAH18CA
оч╢щ░╧,иожь,оч╢щелоч╢щ░╧дj┐│жш╕ЇдGмq69л╤61~90╕╣,0.79,жэ,,,1060325,дgжa0л╪кл0иожь1,,,ифеL,,,,32.44,0,0,0,ж│,ж│,1600000,,йY╣Dенн▒,32.44,1600000,,RPSNMLSJNHMFFAH68CA
оч╢щ░╧,й╨жa(дgжa+л╪кл),оч╢щелоч╢щ░╧░╖жц╕Ї31~60╕╣,117.98,жэ,,,1060404,дgжa6л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэ░╙е╬,┐√╡м▓V╛одg│y,0690618,221.52,5,4,4,ж│,╡L,13800000,62297,,0.0,0,й╙п▓дQ╛lж~┬┬ж│й╙п▓й╨л╚й╙╢RбC,RPQPMLSJNHMFFAH68CA
оч╢щ░╧,й╨жa(дgжa+л╪кл),оч╢щелоч╢щ░╧╖sоHдн╡є31~60╕╣,19.85,жэ,,,1060410,дgжa1л╪кл1иожь0,е|╝h,д╗╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1050113,67.45,1,1,1,ж│,ж│,7100000,105263,,0.0,0,,RPUNMLPJNHMFFAH58CA
оч╢щ░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелоч╢щ░╧└sжw╡є91~120╕╣,8.41,░╙,,,1060421,дgжa1л╪кл2иожь1,дQ╝h,дQдG╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0800109,84.09,4,2,2,ж│,ж│,2129184,25320,йY╣D╛ў▒ё,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPPRMLNJNHMFFAH28CA
оч╢щ░╧,й╨жa(дgжa+л╪кл),оч╢щелоч╢щ░╧е╔дs╡є233л╤1~30╕╣,76.24,дu,,,1060317,дgжa2л╪кл1иожь0,д@╝hбAдG╝hбA├M╝╙,дG╝h,╝t┐ь,дu╖~е╬,е[▒j┐j│y,0691129,119.32,0,0,0,╡L,╡L,7800000,65370,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPURMLNJNHMFFAH78CA
оч╢щ░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелоч╢щ░╧░ъ▒jдQд@╡є31~60╕╣,15.56,жэ,,,1060419,дgжa1л╪кл1иожь1,дQд@╝h,дQдн╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1050713,124.4,2,1,1,ж│,ж│,8200000,70041,йY╣Dенн▒,30.17,1600000,,RPSNMLOJNHMFFAH28CA
оч╢щ░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелоч╢щ░╧░ъ▒jдQд@╡є31~60╕╣,15.89,жэ,,,1060417,дgжa1л╪кл1иожь1,дT╝h,дQдн╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1050713,126.39,2,1,1,ж│,ж│,8280000,69424,йY╣Dенн▒,30.17,1600000,,RPTNMLOJNHMFFAH38CA
оч╢щ░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелоч╢щ░╧░ъ▒jдQд@╡є31~60╕╣,21.48,жэ,,,1060417,дgжa1л╪кл1иожь1,дE╝h,дQдн╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1050713,161.65,3,2,2,ж│,ж│,9750000,61987,йY╣Dенн▒,30.17,1600000,,RPUNMLOJNHMFFAH48CA
оч╢щ░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелоч╢щ░╧жPжw╡є1~30╕╣,31.04,жэ,,,1060404,дgжa1л╪кл1иожь2,дQдG╝h,дQдG╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0970424,233.25,2,2,2,ж│,ж│,12100000,51876,йY╣Dенн▒,0.0,0,,RPRNMLNJNHMFFAH08CA
оч╢щ░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелоч╢щ░╧╜моH╡є181~210╕╣,20.62,жэ,,,1060331,дgжa1л╪кл1иожь1,дE╝h,дE╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0851029,154.61,3,2,2,ж│,ж│,7500000,48509,йY╣Dенн▒,0.0,0,,RPQPMLOJNHMFFAH28CA
оч╢щ░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелоч╢щ░╧жP╝wд@╡є1~30╕╣,65.31,жэ,,,1060421,дgжa1л╪кл1иожь2,дQд@╝h,дGдQдC╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1030301,422.46000000000004,4,2,4,ж│,ж│,37800000,93522,йY╣Dенн▒,55.7,3500000,,RPROMLOJNHMFFAH28CA
оч╢щ░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелоч╢щ░╧жP╝wд@╡є1~30╕╣,65.31,жэ,,,1060427,дgжa1л╪кл1иожь2,дQд@╝h,дGдQдC╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1030301,422.46000000000004,4,2,4,ж│,ж│,37800000,93522,йY╣Dенн▒,55.7,3500000,,RPTOMLOJNHMFFAH48CA
оч╢щ░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелоч╢щ░╧ддоHд╗╡є31~60╕╣,18.59,жэ,,,1060417,дgжa1л╪кл1иожь1,дн╝h,дK╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0871117,110.12,3,2,2,ж│,ж│,7280000,66110,йY╣D╛ў▒ё,0.0,0,,RPTOMLLKNHMFFAH28CA
оч╢щ░╧,й╨жa(дgжa+л╪кл),оч╢щелоч╢щ░╧дj┐│жш╕ЇдGмq1~30╕╣,10.47,жэ,,,1060320,дgжa1л╪кл1иожь0,е|╝h,дQдC╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0840225,121.25999999999999,3,2,2,ж│,ж│,6700000,55253,,0.0,0,,RPVNMLMKNHMFFAH48CA
оч╢щ░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелоч╢щ░╧└sмuд╗╡є1~30╕╣,39.25,жэ,,,1060319,дgжa1л╪кл1иожь2,дT╝h,дQдG╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1030930,311.43,4,2,3,ж│,ж│,17830000,57252,йY╣Dенн▒,73.28,0,,RPSRMLNLNHMFFAH78CA
оч╢щ░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелоч╢щ░╧└sмuд╗╡є1~30╕╣,23.03,жэ,,,1060313,дgжa1л╪кл1иожь1,дK╝h,дQдG╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1030930,173.39,3,2,2,ж│,╡L,10100000,58250,йY╣Dенн▒,36.64,0,,RPVRMLNLNHMFFAH09CA
оч╢щ░╧,й╨жa(дgжa+л╪кл),оч╢щелоч╢щ░╧дTе┴╕Їд@мq116л╤1~30╕╣,25.12,жэ,,,1060408,дgжa5л╪кл1иожь0,е|╝h,д╗╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0800819,116.16,3,2,2,ж│,ж│,5450000,46918,,0.0,0,,RPQOMLRKNHMFFAH58CA
оч╢щ░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелоч╢щ░╧ддоHдн╡є1~30╕╣,27.34,жэ,,,1060410,дgжa1л╪кл1иожь1,дG╝h,дQ╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1051102,156.71,3,2,2,ж│,ж│,12500000,90784,йY╣Dенн▒,33.34,1300000,,RPWNMLQLNHMFFAH09CA
дд├c░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдд├c░╧ж█е▀дн╡є61~90╕╣,31.55,жэ,,,1060323,дgжa1л╪кл1иожь1,дQдG╝h,дQе|╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0920602,190.07,3,2,2,ж│,ж│,7000000,36829,йY╣Dенн▒,0.0,0,,RPOPMLOJNHMFFBH18CA
дд├c░╧,й╨жa(дgжa+л╪кл),оч╢щелдд├c░╧дхд╞дG╕Ї241~270╕╣,24.15,жэ,,,1060405,дgжa1л╪кл1иожь0,дQдG╝h,дQдG╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0930712,109.97999999999999,3,2,2,ж│,ж│,5800000,52737,,0.0,0,,RPSPMLOJNHMFFBH58CA
дд├c░╧,й╨жa(дgжa+л╪кл),оч╢щелдд├c░╧дj╡╪╕Ї376л╤19з╦1~30╕╣,261.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1060224,дgжa3л╪кл0иожь0,е■,е|╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,1031225,374.61,0,0,0,ж│,╡L,23000000,61397,,0.0,0,,RPPQMLPJNHMFFBH48CA
╞[н╡░╧,й╨жa(дgжa+л╪кл),оч╢щел╞[н╡░╧║╓дs╕ЇдGмq241~270╕╣,58.0,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,1060317,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0820720,167.11,4,2,3,ж│,╡L,5000000,29920,,0.0,0,,RPPNMLOJNHMFFBH08CA
оч╢щ░╧,й╨жa(дgжa+л╪кл),оч╢щелоч╢щ░╧┤_┐│╕Ї31~60╕╣,4.19,░╙,,,1060318,дgжa1л╪кл2иожь0,дE╝h,дQдG╝h,оMй╨(1й╨1╞U1╜├),жэоaе╬,┐√╡м▓V╛одg│y,0931015,53.17,1,1,1,ж│,ж│,3800000,71469,,0.0,0,,RPSOMLNJOHMFFAH38CA
дд├c░╧,дgжa,дTоyл╬мqдTоyл╬дpмq1441~1470жa╕╣,62.53,жэ,,,1060410,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3629630,58046,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC╢Rдшеtнnй╙╛сдgжa╝Wн╚╡|вCвC240076,RPPQMLTJNHMFFBH88CA
дд├c░╧,й╨жa(дgжa+л╪кл),оч╢щелдд├c░╧жи│╣дT╡є143л╤1~30╕╣,23.65,жэ,,,1060409,дgжa2л╪кл1иожь0,д@╝h,дK╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0870514,117.69,3,2,2,ж│,ж│,4058000,34480,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPUQMLTKNHMFFBH86CA
дд├c░╧,й╨жa(дgжa+л╪кл),оч╢щелдд├c░╧▒R╝w╕Ї258л╤170з╦1~30╕╣,94.25,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,1060410,дgжa4л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0830822,169.23,4,2,3,ж│,╡L,7360000,43491,,0.0,0,,RPUTMLNLNHMFFBH66CA
дj╖╦░╧,й╨жa(дgжa+л╪кл),оч╢щелдj╖╦░╧ддеб╕Ї1~30╕╣,119.0,жэ,,,1060416,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одgе[▒j┐j│y,0650630,272.93,5,3,3,ж│,╡L,6950000,25464,,0.0,0,,RPSOMLOJNHMFFCH58CA
└s╝ц░╧,дgжa,дTд╕мq451~480жa╕╣,274.81,,д@пы╣A╖~░╧,╣Aкке╬жa,1060424,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2078000,7562,,0.0,0,,RPSNMLPJNHMFFCH58CA
╖и▒Ў░╧,й╨жa(дgжa+л╪кл),оч╢щел╖и▒Ў░╧╕╬жи╕Ї170л╤1~30╕╣,86.0,,дsйYжaлOи|░╧,д■║╪л╪┐vе╬жa,1060314,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэ░╙е╬,┐√╡м▓V╛одg│y,0710720,107.74,3,2,3,ж│,╡L,4300000,39911,,0.0,0,,RPXNMLOJNHMFFDH09CA
┤_┐│░╧,дgжa,жXмyмq241~270жa╕╣,137.0,,дsйYжaлOи|░╧,д■║╪л╪┐vе╬жa,1060426,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1600000,11679,,0.0,0,зtе╝╡n░Oл╪клбC,RPSOMLLJOHMFFCH38CA
╖и▒Ў░╧,й╨жa(дgжa+л╪кл),оч╢щел╖и▒Ў░╧║╓дH╕Ї120л╤1~30╕╣,272.66,,дsйYжaлOи|░╧,д■║╪л╪┐vе╬жa,1060223,дgжa5л╪кл1иожь0,е■,е|╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0840626,291.78999999999996,5,2,4,ж│,ж│,11000000,37698,,0.0,0,,RPVNMLKKNHMFFDH58CA
╖и▒Ў░╧,й╨жa(дgжa+л╪кл),оч╢щел╖и▒Ў░╧║╓дH╕Ї120л╤1~30╕╣,130.94,,дsйYжaлOи|░╧,д■║╪л╪┐vе╬жa,1060212,дgжa5л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0840626,212.69,5,2,4,ж│,ж│,7400000,34794,,0.0,0,,RPQOMLLKNHMFFDH28CA
╖и▒Ў░╧,й╨жa(дgжa+л╪кл),оч╢щел╖и▒Ў░╧┤Єдs╡є31~60╕╣,45.59,,дsйYжaлOи|░╧,д■║╪л╪┐vе╬жa,1060413,дgжa1л╪кл1иожь0,е|╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0851011,85.92,3,2,1,ж│,ж│,2300000,26769,,0.0,0,,RPWNMLTJNHMFFDH86CA
╖и▒Ў░╧,дgжa,к°мїмq811~840жa╕╣,1703.79,,пSйw╣A╖~░╧,╣Aкке╬жa,1060310,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,4970000,2917,,0.0,0,лц╢Rлц╜цбC,RPQNMLTKNHMFFDH98CA
╖и▒Ў░╧,дgжa,пє┘їйYмqоHд▀дpмq1~30жa╕╣,173.0,жэ,,,1060325,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,10466000,60497,,0.0,0,,RPWNMLTKNHMFFDH96CA
╖и▒Ў░╧,й╨жa(дgжa+л╪кл),оч╢щел╖и▒Ў░╧╕╬жилn╕Ї331~360╕╣,13.37,,дsйYжaлOи|░╧,д■║╪л╪┐vе╬жa,1060326,дgжa1л╪кл1иожь0,д╗╝h,дQдG╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0851106,100.78999999999999,3,2,1,ж│,ж│,2300000,22820,,0.0,0,,RPVNMLQKNHMFFDH56CA
╖и▒Ў░╧,й╨жa(дgжa+л╪кл),оч╢щел╖и▒Ў░╧пq╖sдG╡є61~90╕╣,86.59,жэ,,,1060401,дgжa1л╪кл1иожь0,е■,е|╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0940610,187.51,4,2,2,ж│,ж│,10200000,54397,,0.0,0,,RPWNMLQKNHMFFDH66CA
╖и▒Ў░╧,й╨жa(дgжa+л╪кл),оч╢щел╖и▒Ў░╧▒Ў░к╕ЇдGмq431л╤132з╦61~90╕╣,78.11,,д@пы╣A╖~░╧,е╥║╪л╪┐vе╬жa,1060321,дgжa1л╪кл1иожь0,е■,е|╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0821204,181.25,4,2,2,ж│,╡L,4500000,24828,,0.0,0,,RPQNMLLJOHMFFDH18CA
дj╢щ░╧,й╨жa(дgжa+л╪кл),оч╢щелдj╢щ░╧иF▒[и╜14╛FиF▒[1~30╕╣,83.5,,д@пы╣A╖~░╧,е╥║╪л╪┐vе╬жa,1060316,дgжa2л╪кл1иожь0,е■,е|╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0830429,240.63,4,2,2,ж│,╡L,6900000,28675,,0.0,0,,RPPNMLPJNHMFFEH48CA
─кж╦░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щел─кж╦░╧й^д╞╕Ї104л╤36з╦1~30╕╣,27.44,ифеL,,,1060401,дgжa1л╪кл1иожь1,е|╝h,дK╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0841207,177.59,3,2,2,ж│,ж│,6600000,37164,йY╣Dенн▒,0.0,0,,RPVQMLNJNHMFFEH56CA
─кж╦░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щел─кж╦░╧дддs╕Ї125л╤1~30╕╣,29.92,жэ,,,1060118,дgжa2л╪кл1иожь1,дн╝h,дE╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0890721,184.39,3,2,2,ж│,ж│,9200000,49894,йY╣Dенн▒,0.0,0,,RPTOMLTJNHMFFEH76CA
─кж╦░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щел─кж╦░╧лn║╓╡є211~240╕╣,28.8,жэ,,,1060412,дgжa1л╪кл1иожь1,дн╝h,дQдT╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1050518,184.7,3,2,2,ж│,ж│,10900000,68645,йY╣Dенн▒,47.18,1460000,,RPSOMLNLNHMFFEH88CA
─кж╦░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щел─кж╦░╧лn║╓╡є211~240╕╣,28.73,жэ,,,1060314,дgжa1л╪кл1иожь1,д╗╝h,дQдT╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1050518,184.39,3,2,2,ж│,ж│,11430000,72662,йY╣Dенн▒,47.18,1460000,,RPUOMLNLNHMFFEH09CA
─кж╦░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щел─кж╦░╧лn║╓╡є211~240╕╣,20.65,жэ,,,1060415,дgжa1л╪кл1иожь1,дT╝h,дQе|╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1050518,144.18,2,2,1,ж│,ж│,8800000,73816,йY╣Dенн▒,45.15,1490000,л╪кл┴`╗∙дwд║зt╕╦цC┤┌45╕Uд╕╛убC,RPVOMLNLNHMFFEH56CA
─кж╦░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щел─кж╦░╧лn║╓╡є211~240╕╣,20.15,жэ,,,1060318,дgжa1л╪кл1иожь1,е|╝h,дQе|╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1050518,143.86,2,2,1,ж│,ж│,8000000,68577,йY╣Dенн▒,47.18,1370000,,RPWOMLNLNHMFFEH66CA
─кж╦░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щел─кж╦░╧лn║╓╡є211~240╕╣,19.12,жэ,,,1060331,дgжa1л╪кл1иожь1,дQ╝h,дQе|╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1050518,138.95999999999998,2,2,1,ж│,ж│,8160000,73436,йY╣Dенн▒,47.18,1420000,,RPXOMLNLNHMFFEH76CA
