¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë¤é,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_°Ï¤å¤ß¸ô¥|¬q181~210¸¹,29.13,¦í,,,1060401,¤g¦a3«Øª«1¨®¦ì1,¤Q¤G¼h,¤Q¤T¼h,¿ì¤½°Ó·~¤j¼Ó,¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0860904,305.21000000000004,4,2,0,¦³,¦³,15250000,49966,©Y¹D¥­­±,0.0,0,,RPSNMLKKNHMFFBB47CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï¤j¸Ûµó130«Ñ1~30¸¹,47.0,¦í,,,1060301,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0920423,88.62,8,0,8,¦³,µL,10280000,116001,,0.0,0,,RPVPMLMKNHMFFBB18CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_°Ï¥ÁÅv¸ô466«Ñ1~30¸¹,67.11,¦í,,,1060301,¤g¦a1«Øª«3¨®¦ì4,¤@¼h¡A¤G¼h¡AÃM¼Ó,¤Q¥|¼h,©±­±(©±¾Q),°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0850130,649.02,0,0,3,µL,¦³,36700000,56547,©Y¹D¾÷±ñ,0.0,2600000,,RPSNMLMKNHMFFBB67CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï¤¤²M¸ô¤G¬q781~810¸¹,10.35,¦í,,,1060301,¤g¦a3«Øª«1¨®¦ì1,¤Q¤@¼h,¤Q¤»¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0820924,136.64999999999998,3,2,2,¦³,¦³,6260000,45810,©Y¹D¾÷±ñ,0.0,0,,RPVNMLRKNHMFFBB48CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_°ÏªF¦¨¤Tµó241~270¸¹,18.83,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì1,¤C¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0820806,115.42,3,2,2,¦³,¦³,5220000,45226,©Y¹D¥­­±,0.0,0,,RPVOMLQKNHMFFBB48CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°ÏªF¥ú¸ô852«Ñ1~30¸¹,11.25,¦í,,,1060301,¤g¦a1«Øª«3¨®¦ì1,¤Q¥|¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0810918,135.96,3,2,2,¦³,¦³,5200000,38247,©Y¹D¾÷±ñ,0.0,0,,RPTOMLQKNHMFFBB28CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï±R¼w¤Q¤»¸ô241~270¸¹,22.8,°Ó,,,1060401,¤g¦a1«Øª«1¨®¦ì1,¤T¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1050218,213.76,4,2,2,¦³,¦³,10300000,50909,©Y¹D¾÷±ñ,26.17,750000,,RPWQMLQKNHMFFBB78CA
¥_¤Ù°Ï,¤g¦a,¤Ó¶¶¬q151~180¦a¸¹,1972.22,¦í,,,1060401,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,255939941,129773,,0.0,0,,RPXRMLQKNHMFFBB98CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°ÏªF¤s¸ô¤@¬q238«Ñ58§Ë1~30¸¹,95.28,¦í,,,1060401,¤g¦a2«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1031022,210.25,4,3,4,¦³,µL,18000000,85612,,0.0,0,,RPQOMLPLNHMFFBB97CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°ÏªF¤s¸ô¤@¬q238«Ñ34§Ë61~90¸¹,97.43,¦í,,,1060301,¤g¦a4«Øª«1¨®¦ì0,¥þ,¤­¼h,³z¤Ñ­í,¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040921,278.82,5,2,5,¦³,¦³,19750000,70834,,0.0,0,,RPVPMLLJOHMFFBB08CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°ÏªF¤s¸ô¤@¬q238«Ñ34§Ë31~60¸¹,100.43,¦í,,,1060401,¤g¦a4«Øª«1¨®¦ì0,¥þ,¤­¼h,³z¤Ñ­í,¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040921,278.83,5,2,5,¦³,¦³,20580000,73808,,0.0,0,,RPXPMLLJOHMFFBB28CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï¥_¤Ù¸ô211~240¸¹,17.34,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì1,¤Q¤G¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0880611,137.41,3,1,2,¦³,µL,6400000,46576,©Y¹D¥­­±,0.0,0,,RPTNMLRLNHMFFBB38CA
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n¤Ù°Ïªe«n¸ô¥|¬q481~510¸¹,20.81,¦í,,,1060301,¤g¦a1«Øª«1¨®¦ì1,¤E¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0900629,189.26000000000002,3,2,2,¦³,¦³,14800000,78199,©Y¹D¾÷±ñ,0.0,0,,RPQQMLOJNHMFFCB97CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°ÏºÖ¦w¤Eµó11«Ñ1~30¸¹,115.0,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0740604,153.41,6,2,3,¦³,µL,13500000,87999,,0.0,0,,RPXTMLPJNHMFFCB09CA
¦è¤Ù°Ï,¤g¦a,¶¶©M¬q241~270¦a¸¹,99.96,¦í,,,1060301,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,7450000,74530,,0.0,0,,RPSUMLPJNHMFFCB68CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°ÏºÖ¬ì¸ô340«Ñ1~30¸¹,8.76,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì1,¤Q¤@¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830826,83.28999999999999,2,2,1,¦³,¦³,5070000,60879,©Y¹D¾÷±ñ,0.0,0,,RPUQMLPJNHMFFCB48CA
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n¤Ù°Ï¤j­^µó451~480¸¹,15.8,¦í,,,1060301,¤g¦a1«Øª«1¨®¦ì1,¤C¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0810528,111.64999999999999,4,2,3,¦³,¦³,6500000,58223,¤É­°¾÷±ñ,0.0,0,,RPRSMLOJNHMFFCB28CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï¥«¬F¥_¤@¸ô241~270¸¹,10.21,¨ä¥L,,,1060401,¤g¦a1«Øª«1¨®¦ì1,¤K¼h,¤G¤Q¤K¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0951113,142.01999999999998,3,2,2,¦³,¦³,12000000,84495,©Y¹D¥­­±,32.11,0,,RPVUMLPJNHMFFCB98CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï¦è¤Ù¸ô¤G¬q268¤§8«Ñ1~30¸¹,2.47,¦í,,,1060301,¤g¦a1«Øª«1¨®¦ì0,¤Q¤G¼h,¤Q¤T¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0860408,24.13,1,0,1,¦³,¦³,1350000,55947,,0.0,0,,RPOOMLTJNHMFFCB08CA
Às¤«°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«Às¤«°Ï·s¿³¸ô1~30¸¹,5.08,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060401,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,¤­¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0770801,19.54,1,1,1,¦³,¦³,880000,45036,,0.0,0,,RPQNMLOJNHMFFIL66CA
Às¤«°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«Às¤«°Ï»OÆW¤j¹D¤­¬q3«Ñ62§Ë91~120¸¹,17.71,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060401,¤g¦a1«Øª«2¨®¦ì0,¤G¼h,¤»¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0820425,58.39,1,1,1,¦³,¦³,1350000,23120,,0.0,0,,RPQNMLKKNHMFFIL98CA
Às¤«°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«Às¤«°Ï»OÆW¤j¹D¤­¬q3«Ñ62§Ë91~120¸¹,17.71,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060401,¤g¦a1«Øª«2¨®¦ì0,¤G¼h,¤»¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0820425,54.519999999999996,1,1,1,¦³,¦³,1350000,24762,,0.0,0,,RPRNMLKKNHMFFIL09CA
Às¤«°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«Às¤«°ÏÂÂ¨®¸ôºÖ¹Ø«Ñ1~30¸¹,84.0,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0741018,111.0,6,2,2,¦³,µL,3905000,35180,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPPNMLSKNHMFFIL07CA
¤j¨{°Ï,¤g¦a,¤ý¥Ð¬q61~90¦a¸¹,29.58,¦í,,,1060401,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,671182,22690,,0.0,0,,RPWNMLQKNHMFFIL57CA
Às¤«°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«Às¤«°Ï¹C¶é«n¸ô319«Ñ25§Ë1~30¸¹,88.55,,¤@¯ë¹A·~°Ï,¤þºØ«Ø¿v¥Î¦a,1060401,¤g¦a4«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0940105,189.29,4,2,4,¦³,¦³,10600000,55999,,0.0,0,,RPPNMLTJNHMFFIL07CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n°Ï¤­Åv«n¸ô601~630¸¹,14.0,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0701226,47.45,2,1,1,¦³,µL,1300000,27397,,0.0,0,1.¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPQNMLLJOHMFFAB37DA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï¤Ó­ì¤Gµó1~30¸¹,26.46,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0750508,85.96000000000001,3,2,2,¦³,µL,2800000,32573,,0.0,0,,RPXNMLOJNHMFFBB38DA
¥_°Ï,¤g¦a,ÀA§ø¬q241~270¦a¸¹,445.0,°Ó,,,1060401,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,57880000,130067,,0.0,0,,RPVNMLPJNHMFFBB28DA
¥_¤Ù°Ï,¤g¦a,¤¯¬ü¬q1~30¦a¸¹,5.0,¹A,,,1060301,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,139750,27950,,0.0,0,¦V¬F©²¾÷Ãö©ÓÁÊ¤§®×¥ó¡C,RPUOMLMKNHMFFBB08DA
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n¤Ù°Ï¤å¤s¤Eµó91~120¸¹,14.77,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,0840623,81.89000000000001,2,2,2,¦³,¦³,4500000,54952,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPQNMLOJNHMFFCB77DA
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n¤Ù°Ï´f¥°µó151~180¸¹,22.38,¦í,,,1060301,¤g¦a1«Øª«1¨®¦ì0,¤C¼h,¤Q¤»¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0851216,131.1,3,2,2,¦³,¦³,5580000,42563,,0.0,0,,RPUQMLLJOHMFFCB28DA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï¤u·~°Ï¤@¸ô58«Ñ11§Ë1~30¸¹,4.88,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì0,¤E¼h,¤Q¤G¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0800911,30.400000000000002,0,0,0,µL,¦³,1300000,42763,,0.0,0,,RPQNMLOKNHMFFCB87DA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï¤u·~°Ï¤@¸ô58«Ñ11§Ë1~30¸¹,4.88,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì0,¤E¼h,¤Q¤G¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0800911,30.37,0,0,0,µL,¦³,1300000,42805,,0.0,0,,RPRNMLOKNHMFFCB97DA
¦è¤Ù°Ï,¤g¦a,¶¶©M¬q271~300¦a¸¹,20.0,¦í,,,1060401,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1150000,57500,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPSTMLRKNHMFFCB98DA
¦è¤Ù°Ï,¤g¦a,¶¶©M¬q271~300¦a¸¹,20.01,¦í,,,1060401,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1150000,57471,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPUTMLRKNHMFFCB56DA
¦Z¨½°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦Z¨½°Ï¤¤¿³µó61~90¸¹,39.9,¦í,,,1060301,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¥[±j¿j³y,0670722,73.12,4,2,2,¦³,µL,2000000,27352,,0.0,0,,RPTNMLLKNHMFFAL68DA
¤Ó¥­°Ï,¤g¦a,¸q¥­¬q331~360¦a¸¹,4.0,¦í,,,1060401,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,84700,21175,,0.0,0,,RPVNMLMJOHMFFHL07DA
¤Ó¥­°Ï,¤g¦a,¸q¥­¬q331~360¦a¸¹,12.0,¦í,,,1060401,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,272250,22688,,0.0,0,,RPWNMLMJOHMFFHL17DA
¤Ó¥­°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤Ó¥­°Ï·s¦N¸ô5«Ñ1~30¸¹,20.65,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0721104,74.38,3,1,1,¦³,µL,2380000,31998,,0.0,0,,RPPNMLQJNHMFFHL66CA
¤Ó¥­°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤Ó¥­°Ï¨|¼w¸ô271~300¸¹,131.0,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¥[±j¿j³y,0720127,69.24,4,3,5,¦³,µL,13800000,199307,,0.0,0,,RPSNMLSJNHMFFHL17CA
¤Ó¥­°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¤Ó¥­°Ï·s¦wµó91~120¸¹,25.06,¦í,,,1060301,¤g¦a1«Øª«1¨®¦ì1,¤C¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1051019,163.79000000000002,3,2,2,¦³,¦³,10760000,70741,©Y¹D¥­­±,28.65,1200000,,RPPOMLSJNHMFFHL96CA
¤Ó¥­°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¤Ó¥­°Ï·s¦wµó91~120¸¹,26.38,¦í,,,1060301,¤g¦a1«Øª«1¨®¦ì1,¤»¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1051019,172.47,3,2,2,¦³,¦³,10840000,67724,©Y¹D¥­­±,28.65,1100000,,RPQOMLSJNHMFFHL07CA
¤Ó¥­°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¤Ó¥­°Ï·s¦wµó91~120¸¹,30.79,¦í,,,1060301,¤g¦a1«Øª«1¨®¦ì2,¤K¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1051019,201.14,3,2,2,¦³,¦³,11910000,68896,©Y¹D¥­­±,57.3,2000000,,RPROMLSJNHMFFHL17CA
¤Ó¥­°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¤Ó¥­°Ï·s¦wµó91~120¸¹,31.52,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì2,¤Q¥|¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1051019,205.87,3,2,2,¦³,¦³,13000000,71347,©Y¹D¥­­±,57.3,2400000,,RPSOMLSJNHMFFHL27CA
¤Ó¥­°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤Ó¥­°Ï¥ú¿³¸ô1478«Ñ61~90¸¹,80.38,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060301,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤@¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0651005,34.07,3,2,2,¦³,µL,2500000,73378,,0.0,0,,RPPNMLMKNHMFFHL98CA
¤Ó¥­°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤Ó¥­°Ïªø»õ¤»µó181~210¸¹,86.61,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0840927,205.46,3,2,3,¦³,µL,8800000,42831,,0.0,0,,RPSOMLRKNHMFFHL27CA
¤Ó¥­°Ï,¤g¦a,«H¥­¬q31~60¦a¸¹,562.0,¹A,,,1051201,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,12000000,21352,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPPNMLPLNHMFFHL76CA
ªF¶Õ°Ï,¤g¦a,¸q´ç¬q691~720¦a¸¹,89.55,¨ä¥L,,,1060401,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1300000,14517,,0.0,0,¤g¦a¤W¦³¥¼«O¦sµn°O«Øª«¤@´É.,RPQNMLTJNHMFFEL76CA
ªF¶Õ°Ï,¤g¦a,·s¦X§@¬q811~840¦a¸¹,310.45,¦í,,,1060301,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,5668000,18257,,0.0,0,¦V¬F©²¾÷Ãö©ÓÁÊ¤§®×¥ó¡C,RPTNMLPJNHMFFEL66CA
·sªÀ°Ï,¤g¦a,¤ô©³¼d¬q¤W¤ô©³¼d¤p¬q391~420¦a¸¹,2816.0,,¤s©Y¦a«O¨|°Ï,¹Aªª¥Î¦a,1060401,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4800000,1705,,0.0,0,,RPRNMLOJNHMFFEL98CA
ªF¶Õ°Ï,¤g¦a,ªF¶Õ¬q¤¤Øè¤p¬q781~810¦a¸¹,3359.0,,¤s©Y¦a«O¨|°Ï,¹Aªª¥Î¦a,1060301,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2500000,744,,0.0,0,,RPSNMLOJNHMFFEL09CA
·sªÀ°Ï,¤g¦a,°¨¤O®H¬q331~360¦a¸¹,73.0,,¤s©Y¦a«O¨|°Ï,¼È¥¼½s©w,1060401,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1320000,18082,,0.0,0,,RPPNMLPJNHMFFEL88CA
ªF¶Õ°Ï,¤g¦a,ªF¶Õ¬q¤¤Øè¤p¬q781~810¦a¸¹,2600.0,,¤s©Y¦a«O¨|°Ï,¹Aªª¥Î¦a,1060301,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3020000,1162,,0.0,0,,RPQNMLPJNHMFFEL98CA
¼æ¤l°Ï,¤g¦a,¹´©¾¬q121~150¦a¸¹,108.01,¹A,,,1060401,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1400000,12962,,0.0,0,,RPXNMLOJNHMFFFL07CA
ªF¶Õ°Ï,¤g¦a,¥Á¸Û¬q451~480¦a¸¹,168.6,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060301,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,606000,3594,,0.0,0,¦aÄy²M²z¼Ð°â,RPUNMLNLNHMFFEL76CA
¼æ¤l°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¼æ¤l°Ï©÷¥­¸ô¤T¬q201«Ñ118§Ë61~90¸¹,91.05,¹A,,,1060301,¤g¦a2«Øª«1¨®¦ì1,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0880423,162.02,4,2,3,¦³,¦³,9650000,59561,¤@¼Ó¥­­±,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPQOMLMKNHMFFFL98CA
¤j¶®°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¤j¶®°Ï¥Ã©M¸ô91~120¸¹,42.12,¹A,,,1030801,¤g¦a2«Øª«1¨®¦ì3,¤G¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1050721,208.60000000000002,3,2,2,¦³,¦³,8680000,47551,©Y¹D¥­­±,82.84,2700000,¥»®×¬°¹w°â«Î,RPTNMLRKNHMFFFL07CA
