¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë¤é,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
¥xªF¥«,©Ð¦a(¤g¦a+«Øª«),»OªF¿¤»OªF¥«Á{®ü¸ô¤@¬q271~300¸¹,57.0,¦í,,,1060418,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,0961119,122.78,4,2,5,¦³,µL,5000000,40723,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPUNMLTKNHMFFAV97DA
¥xªF¥«,¤g¦a,¥_«n¤ý¬q811~840¦a¸¹,6008.19,¨ä¥L,,,1060412,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,7089664,1180,,0.0,0,¨óÄ³»ùÁÊ,RPRNMLNLNHMFFAV17DA
¥xªF¥«,¤g¦a,¥_«n¤ý¬q781~810¦a¸¹,4267.93,¨ä¥L,,,1060412,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,6231178,1460,,0.0,0,¨óÄ³»ùÁÊ,RPTNMLNLNHMFFAV37DA
¥xªF¥«,©Ð¦a(¤g¦a+«Øª«),»OªF¿¤»OªF¥«¥|ºû¸ô¤T¬q59«Ñ1~30¸¹,11.41,¦í,,,1060325,¤g¦a1«Øª«1¨®¦ì0,¤E¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0830419,86.29,2,1,1,¦³,¦³,2700000,31290,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPSNMLNLNHMFFAV17CA
ªFªe¶m,¤g¦a,«n¤K¨½¬q1261~1290¦a¸¹,2648.06,,­·´º°Ï,¹Aªª¥Î¦a,1060406,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3375000,1275,,0.0,0,,RPPNMLMKNHMFFBV76CA
¦À¤W¶m,¤g¦a,¤j®H¬q991~1020¦a¸¹,360.99,¦í,,,1060317,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,9500000,26317,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPPNMLMLNHMFFCV96CA
¦¨¥\Âí,¤g¦a,¥É´ä¬q61~90¦a¸¹,1107.57,,­·´º°Ï,¹Aªª¥Î¦a,1060427,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2300000,2077,,0.0,0,,RPPNMLOLNHMFFBV07CA
ªøÀØ¶m,¤g¦a,ªøÀØ¬q571~600¦a¸¹,1168.12,,­·´º°Ï,¹Aªª¥Î¦a,1060401,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,250000,214,,0.0,0,,RPPNMLPJOHMFFBV07CA
ªøÀØ¶m,¤g¦a,¤¤¬`¬q91~120¦a¸¹,2819.57,,­·´º°Ï,¹Aªª¥Î¦a,1060301,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3000000,1064,,0.0,0,,RPQNMLPJOHMFFBV17CA
¥xªF¥«,©Ð¦a(¤g¦a+«Øª«),»OªF¿¤»OªF¥«¶}«Êµó301~330¸¹,4.39,¦í,,,1060503,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0820522,43.54,1,1,1,¦³,µL,1400000,32154,,0.0,0,,RPTNMLLKNHMFFAV96CA
¨õ«n¶m,©Ð¦a(¤g¦a+«Øª«),»OªF¿¤¨õ«n¶m©M¥­¸ô259«Ñ121~150¸¹,129.0,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060424,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0880113,149.91,4,2,4,¦³,µL,3200000,21346,,0.0,0,,RPPNMLMKNHMFFAV66CA
¨õ«n¶m,¤g¦a,§Q®a¬q5461~5490¦a¸¹,369.0,,¯S©w¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,1060420,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,5000000,13550,,0.0,0,,RPQNMLRKNHMFFAV27CA
¥xªF¥«,¤g¦a,«Ø°ê¬q811~840¦a¸¹,222.68,¦í,,,1060416,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,673000,3022,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C·î¹s¦a©Î¦³¦X¨Ö¨Ï¥Î¤§¥æ©ö¡C,RPTNMLRKNHMFFAV57CA
¥xªF¥«,¤g¦a,·s¶é¬q601~630¦a¸¹,368.0,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060327,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3200000,8696,,0.0,0,,RPOOMLMKNHMFFAV66CA
¥xªF¥«,©Ð¦a(¤g¦a+«Øª«),»OªF¿¤»OªF¥«¤¯¤@µó271~300¸¹,11.54,¦í,,,1060428,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0840221,46.14,1,0,1,¦³,µL,1360000,29476,,0.0,0,,RPQOMLMKNHMFFAV86CA
¥xªF¥«,¤g¦a,Â×¸t¬q781~810¦a¸¹,17.61,¦í,,,1060401,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,166591,9460,,0.0,0,,RPTNMLLJOHMFFAV96CA
¥xªF¥«,¤g¦a,Â×¦~¬q931~960¦a¸¹,3863.93,¦í,,,1060227,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,46500000,12034,,0.0,0,,RPPNMLNLNHMFFAV86CA
¥xªF¥«,¤g¦a,Â×¦~¬q931~960¦a¸¹,1500.32,¨ä¥L,,,1060227,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,10800000,7198,,0.0,0,,RPQNMLNLNHMFFAV96CA
¥xªF¥«,©Ð¦a(¤g¦a+«Øª«),»OªF¿¤»OªF¥«¤å¤ßµó1~30¸¹,15.89,¦í,,,1060410,¤g¦a2«Øª«1¨®¦ì0,¤K¼h,¤K¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0840217,61.21,2,1,1,¦³,¦³,3400000,55546,,0.0,0,,RPXNMLRKNHMFFAV97CA
¥xªF¥«,©Ð¦a(¤g¦a+«Øª«),»OªF¿¤»OªF¥«¬¥¶§µó241~270¸¹,97.0,¦í,,,1060419,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0770707,125.56,5,1,2,¦³,µL,6500000,51768,,0.0,0,,RPVNMLMKNHMFFAV27CA
ªFªe¶m,¤g¦a,«n¤K¨½¬q301~330¦a¸¹,50.58,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060501,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,450000,8897,,0.0,0,,RPRNMLNLNHMFFBV17CA
¨õ«n¶m,¤g¦a,§Q®a¬q241~270¦a¸¹,803.0,,¤s©Y¦a«O¨|°Ï,¹Aªª¥Î¦a,1060501,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,728722,907,,0.0,0,,RPRNMLRJOHMFFAV47DA
¦¨¥\Âí,¤g¦a,³£Â×¬q151~180¦a¸¹,175.89,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060316,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1480000,8414,,0.0,0,,RPRNMLTKNHMFFBV77DA
ªøÀØ¶m,¤g¦a,¹ç®H¬q¥Û¹ç®H¤p¬q271~300¦a¸¹,4586.0,,­·´º°Ï,¹Aªª¥Î¦a,1060503,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,750000,164,,0.0,0,¥S©f¶¡¶R½æ¡A¶È¤fÀY«´¬ù¡A¶R½æª÷ÃB¥Ñ¶R¤è´£¨Ñ¡A¨Ã¥¼Ã±­q®Ñ­±«´¬ù,RPRNMLQKNHMFFBV37CA
¥xªF¥«,©Ð¦a(¤g¦a+«Øª«),»OªF¿¤»OªF¥«¦X¦¿¸ô181~210¸¹,151.72,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060413,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,0661210,65.4,3,1,1,¦³,µL,1500000,22936,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPTNMLTKNHMFFAV77CA
